-,-,-
21, -28, 1006
23, -34, 997
13, -34, 1006
20, -32, 1004
20, -30, 1004
20, -30, 1004
20, -31, 1004
20, -32, 1004
19, -31, 1003
19, -31, 1003
20, -31, 1003
20, -31, 1003
20, -32, 1005
20, -32, 1003
20, -31, 1002
20, -30, 1005
20, -31, 1004
20, -31, 1004
19, -32, 1005
20, -32, 1002
20, -31, 1006
19, -31, 1005
20, -30, 1003
24, -29, 999
24, -29, 999
16, -33, 1009
20, -31, 1004
19, -30, 1004
20, -30, 1003
20, -30, 1003
18, -33, 1005
20, -31, 1004
20, -30, 1002
20, -30, 1005
19, -30, 1004
19, -30, 1004
19, -30, 1004
19, -30, 1004
20, -31, 1004
20, -31, 1004
20, -31, 1003
20, -30, 1005
20, -30, 1005
20, -31, 1003
20, -31, 1004
19, -30, 1004
21, -30, 1004
20, -30, 1004
20, -30, 1004
20, -30, 1004
18, -31, 1004
20, -31, 1004
19, -31, 1005
20, -31, 1003
20, -30, 1003
20, -30, 1003
20, -30, 1005
20, -30, 1005
48, -16, 1008
-,-,-
17, -31, 1004
24, -36, 1001
17, -28, 1005
16, -20, 1006
17, -26, 1003
17, -26, 1003
19, -28, 1003
19, -28, 1004
19, -28, 1003
19, -28, 1002
17, -29, 1004
17, -29, 1004
19, -28, 1004
19, -28, 1003
20, -29, 1004
25, -29, 1007
14, -27, 997
14, -27, 997
17, -31, 1005
19, -28, 1004
18, -28, 1004
19, -29, 1003
19, -29, 1004
19, -29, 1004
19, -29, 1004
19, -29, 1003
20, -29, 1004
50, -6, 999
-9, -50, 1008
-9, -50, 1008
20, -29, 1004
15, -32, 1002
20, -30, 1004
20, -29, 1003
19, -29, 1005
19, -29, 1005
18, -29, 1002
18, -29, 1004
19, -30, 1004
19, -30, 1004
19, -30, 1004
18, -33, 1006
18, -33, 1006
22, -33, 1003
20, -31, 1003
19, -26, 1003
19, -28, 1003
19, -30, 1005
19, -30, 1005
19, -30, 1002
20, -31, 1003
20, -30, 1003
20, -30, 1003
19, -30, 1004
19, -30, 1004
20, -30, 1004
19, -31, 1004
19, -30, 1004
20, -31, 1003
20, -31, 1003
19, -30, 1004
19, -30, 1004
20, -30, 1004
20, -31, 1003
19, -31, 1004
20, -30, 1003
19, -31, 1004
19, -31, 1004
20, -31, 1004
20, -31, 1004
20, -31, 1003
20, -30, 1004
20, -30, 1004
19, -31, 1004
19, -31, 1004
20, -31, 1003
20, -30, 1004
19, -30, 1004
19, -31, 1004
20, -31, 1004
20, -31, 1004
20, -31, 1003
20, -30, 1004
20, -31, 1003
20, -31, 1004
20, -30, 1003
20, -30, 1003
20, -31, 1005
22, -31, 1006
54, -28, 1004
36, -35, 1003
-20, -31, 1003
26, -30, 1004
26, -30, 1004
33, -31, 1002
-2, -35, 1003
14, -32, 1004
20, -31, 1004
20, -31, 1004
20, -31, 1004
19, -31, 1003
20, -32, 1004
20, -31, 1004
20, -31, 1004
21, -32, 1004
20, -32, 1004
20, -32, 1004
20, -31, 1004
20, -32, 1004
19, -32, 1005
21, -32, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1004
20, -36, 1005
-,-,-
48, -26, 1000
-12, -37, 1006
27, -27, 1003
22, -29, 1005
22, -29, 1005
25, -29, 1004
11, -38, 1003
15, -34, 1004
18, -32, 1005
20, -31, 1004
20, -32, 1005
20, -32, 1005
20, -31, 1004
20, -31, 1004
20, -32, 1005
19, -31, 1004
20, -31, 1005
20, -31, 1005
19, -31, 1004
20, -31, 1004
19, -31, 1004
20, -32, 1004
20, -31, 1004
20, -31, 1004
19, -31, 1005
20, -31, 1003
20, -31, 1004
19, -31, 1003
20, -32, 1004
19, -32, 1005
19, -32, 1005
20, -31, 1004
19, -31, 1005
19, -30, 1004
20, -31, 1003
19, -32, 1003
19, -32, 1003
20, -32, 1005
20, -31, 1004
20, -31, 1005
19, -32, 1005
19, -32, 1005
19, -32, 1005
20, -31, 1004
20, -31, 1004
19, -32, 1005
20, -32, 1004
20, -31, 1004
19, -31, 1005
19, -31, 1005
19, -31, 1005
20, -32, 1004
20, -31, 1005
20, -31, 1004
20, -32, 1004
20, -32, 1004
19, -31, 1004
20, -31, 1005
19, -31, 1004
20, -31, 1004
20, -32, 1005
20, -32, 1005
20, -32, 1003
19, -31, 1005
20, -31, 1003
19, -31, 1005
20, -31, 1003
20, -32, 1004
20, -32, 1004
19, -32, 1004
19, -30, 1004
20, -31, 1003
20, -32, 1005
20, -31, 1004
20, -31, 1004
20, -31, 1005
20, -32, 1005
20, -32, 1004
20, -31, 1003
20, -31, 1003
20, -31, 1003
20, -31, 1005
20, -32, 1004
20, -31, 1005
20, -31, 1003
19, -31, 1004
20, -32, 1004
20, -32, 1004
20, -31, 1004
19, -32, 1004
20, -30, 1004
20, -31, 1005
21, -33, 1002
21, -33, 1002
18, -30, 1005
-,-,-
18, -29, 1004
12, -35, 996
20, -31, 1003
7, -35, 1005
19, -32, 1004
16, -33, 1004
16, -33, 1004
18, -31, 1005
20, -30, 1004
20, -31, 1004
20, -31, 1003
20, -30, 1005
20, -30, 1005
19, -30, 1005
20, -31, 1004
20, -31, 1004
20, -31, 1004
20, -31, 1005
20, -31, 1005
19, -32, 1003
20, -31, 1005
19, -31, 1004
19, -30, 1004
20, -31, 1005
20, -31, 1005
20, -31, 1005
20, -32, 1004
20, -30, 1005
19, -31, 1004
20, -31, 1004
20, -31, 1004
20, -31, 1004
19, -31, 1004
20, -30, 1005
20, -31, 1005
20, -32, 1004
20, -31, 1005
20, -31, 1005
20, -31, 1005
20, -31, 1005
19, -31, 1004
20, -31, 1005
20, -31, 1005
20, -32, 1004
20, -32, 1004
20, -31, 1005
19, -32, 1004
19, -31, 1005
16, -36, 1009
-,-,-
17, -34, 998
17, -34, 998
19, -30, 1005
19, -31, 1004
26, -29, 1008
13, -33, 1001
19, -33, 1003
19, -33, 1003
20, -31, 1005
19, -31, 1005
20, -32, 1005
19, -32, 1004
19, -31, 1004
19, -31, 1004
20, -30, 1004
20, -32, 1004
20, -32, 1004
19, -32, 1005
20, -31, 1005
20, -31, 1005
20, -31, 1005
20, -32, 1004
20, -32, 1005
20, -32, 1005
20, -31, 1004
19, -32, 1005
19, -32, 1005
20, -32, 1004
20, -31, 1005
20, -31, 1004
20, -31, 1004
19, -32, 1004
19, -32, 1004
20, -32, 1004
19, -32, 1003
20, -32, 1004
-,-,-
20, -32, 1003
26, -29, 1007
22, -29, 1004
19, -32, 1003
14, -35, 1004
18, -33, 1004
18, -33, 1004
19, -33, 1003
21, -32, 1004
20, -32, 1004
20, -32, 1004
20, -33, 1004
19, -31, 1005
19, -31, 1005
20, -32, 1004
20, -32, 1004
20, -33, 1004
22, -32, 1005
21, -32, 1004
21, -32, 1004
21, -32, 1005
20, -33, 1003
19, -32, 1004
19, -32, 1004
20, -32, 1005
20, -32, 1005
21, -33, 1004
21, -32, 1004
20, -32, 1003
19, -32, 1005
20, -32, 1004
20, -33, 1003
20, -33, 1003
21, -32, 1004
20, -32, 1003
21, -33, 1004
20, -33, 1005
19, -34, 1004
19, -34, 1004
21, -31, 1003
20, -33, 1004
20, -34, 1003
20, -34, 1003
21, -33, 1004
21, -33, 1004
20, -32, 1004
19, -33, 1004
20, -33, 1004
20, -34, 1004
21, -33, 1003
20, -32, 1004
20, -32, 1004
20, -33, 1004
20, -33, 1004
20, -32, 1003
20, -33, 1004
21, -32, 1004
21, -32, 1004
21, -33, 1003
19, -33, 1004
21, -33, 1004
20, -33, 1005
20, -32, 1005
20, -32, 1005
21, -33, 1004
21, -33, 1004
21, -33, 1003
20, -32, 1005
20, -33, 1004
21, -33, 1004
21, -33, 1004
21, -33, 1004
21, -33, 1004
20, -33, 1004
20, -33, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1004
19, -33, 1005
20, -33, 1004
20, -33, 1004
21, -33, 1004
21, -33, 1004
20, -33, 1004
20, -32, 1004
19, -32, 1004
21, -32, 1005
20, -32, 1004
20, -32, 1005
20, -32, 1005
20, -33, 1004
19, -33, 1005
17, -39, 1007
-23, -76, 1000
37, -15, 1008
37, -15, 1008
40, -16, 1003
28, -24, 1005
25, -27, 1005
20, -33, 1004
19, -33, 1004
21, -33, 1005
21, -33, 1005
21, -33, 1004
21, -33, 1004
20, -33, 1005
20, -33, 1005
21, -32, 1004
21, -32, 1004
20, -33, 1005
21, -32, 1003
30, -26, 1009
13, -38, 1000
19, -34, 1004
19, -34, 1004
22, -32, 1003
15, -36, 1006
20, -32, 1004
20, -33, 1004
20, -32, 1004
20, -33, 1004
20, -33, 1004
21, -32, 1004
20, -32, 1004
20, -32, 1005
20, -32, 1004
20, -32, 1004
20, -32, 1004
20, -33, 1005
20, -33, 1004
20, -33, 1005
20, -33, 1004
19, -33, 1004
19, -33, 1006
19, -33, 1006
20, -33, 1004
20, -32, 1004
20, -32, 1005
20, -32, 1005
20, -32, 1004
20, -32, 1004
20, -33, 1005
20, -33, 1004
21, -32, 1003
21, -33, 1005
20, -32, 1004
20, -32, 1004
20, -33, 1004
20, -32, 1004
20, -32, 1006
20, -33, 1003
21, -32, 1004
41, -29, 1005
41, -29, 1005
7, -35, 1004
20, -31, 1006
21, -31, 1004
20, -32, 1004
19, -33, 1005
19, -33, 1005
18, -33, 1006
20, -34, 1004
23, -32, 1004
13, -36, 1004
19, -33, 1006
19, -33, 1006
20, -33, 1004
19, -32, 1005
20, -32, 1005
21, -32, 1006
25, -30, 1003
25, -30, 1003
29, -29, 1006
14, -34, 1004
16, -33, 1005
18, -32, 1004
17, -34, 1004
19, -33, 1005
19, -33, 1005
20, -32, 1004
32, -23, 1005
14, -39, 1003
