14, -36, 1005
20, -33, 1004
20, -33, 1004
20, -32, 1004
20, -33, 1004
20, -32, 1004
20, -32, 1004
20, -33, 1004
20, -33, 1004
22, -33, 1004
20, -33, 1003
19, -32, 1004
20, -32, 1004
20, -32, 1005
20, -33, 1004
20, -33, 1004
20, -33, 1004
20, -33, 1004
21, -32, 1004
19, -32, 1004
20, -32, 1005
20, -32, 1005
20, -32, 1004
20, -33, 1004
21, -33, 1005
20, -33, 1003
20, -32, 1005
20, -32, 1005
20, -32, 1004
20, -33, 1004
20, -32, 1004
20, -32, 1005
20, -32, 1004
20, -32, 1005
20, -32, 1005
19, -32, 1004
20, -32, 1004
24, -30, 1004
22, -32, 1005
20, -33, 1004
20, -33, 1004
16, -35, 1004
19, -33, 1004
20, -33, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1003
20, -32, 1004
20, -32, 1004
19, -33, 1005
20, -33, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1003
20, -32, 1005
20, -32, 1004
20, -32, 1005
20, -32, 1004
20, -32, 1004
20, -32, 1005
20, -33, 1004
20, -33, 1005
21, -32, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1004
21, -33, 1004
21, -32, 1005
20, -32, 1005
20, -32, 1005
20, -33, 1004
20, -33, 1004
20, -33, 1004
20, -32, 1004
21, -32, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1005
20, -32, 1004
21, -33, 1004
20, -33, 1005
20, -33, 1005
21, -32, 1004
21, -32, 1004
20, -32, 1004
20, -33, 1004
20, -33, 1004
20, -32, 1004
20, -32, 1004
21, -32, 1005
21, -32, 1004
20, -32, 1004
21, -33, 1004
21, -33, 1004
21, -33, 1004
20, -33, 1005
21, -33, 1004
20, -32, 1004
20, -32, 1004
20, -33, 1004
21, -32, 1004
21, -32, 1004
20, -32, 1004
20, -32, 1004
20, -33, 1005
21, -33, 1004
20, -33, 1004
20, -33, 1004
20, -32, 1004
20, -33, 1004
21, -33, 1004
21, -32, 1004
20, -32, 1004
20, -32, 1004
20, -33, 1004
20, -33, 1005
20, -33, 1004
20, -33, 1004
21, -32, 1004
20, -33, 1004
20, -33, 1004
20, -33, 1003
21, -32, 1004
20, -32, 1004
20, -32, 1003
20, -32, 1004
20, -32, 1004
20, -32, 1004
20, -32, 1004
20, -33, 1003
20, -33, 1004
20, -33, 1004
20, -33, 1004
21, -33, 1004
20, -32, 1003
21, -32, 1005
20, -32, 1004
20, -33, 1004
20, -32, 1004
20, -32, 1004
19, -33, 1004
21, -33, 1004
21, -32, 1004
20, -33, 1005
20, -33, 1004
20, -33, 1004
20, -33, 1003
21, -33, 1004
20, -32, 1005
20, -32, 1003
20, -33, 1004
20, -33, 1004
20, -32, 1004
20, -33, 1004
21, -31, 1004
20, -33, 1003
21, -33, 1003
20, -32, 1005
20, -32, 1005
20, -33, 1004
20, -32, 1004
21, -32, 1003
21, -33, 1004
20, -33, 1004
20, -33, 1004
20, -33, 1003
20, -32, 1004
20, -32, 1005
21, -32, 1004
21, -33, 1004
21, -33, 1004
20, -33, 1004
20, -32, 1005
20, -32, 1004
20, -32, 1004
19, -34, 1004
21, -39, 1005
-,-,-
19, -32, 996
19, -32, 996
21, -32, 1005
20, -33, 1005
20, -33, 1003
21, -33, 1004
21, -33, 1005
21, -33, 1005
20, -32, 1004
19, -32, 1003
20, -32, 1003
20, -33, 1004
19, -32, 1004
19, -32, 1004
20, -32, 1006
22, -33, 1004
24, -33, 1005
-,-,-
20, -34, 993
20, -34, 993
21, -32, 1003
21, -33, 1004
20, -33, 1004
20, -34, 1004
21, -33, 1004
21, -33, 1004
20, -33, 1005
21, -33, 1004
21, -33, 1004
20, -34, 1003
21, -33, 1003
21, -33, 1003
21, -33, 1004
21, -33, 1004
20, -33, 1004
21, -33, 1005
20, -33, 1004
20, -33, 1005
20, -33, 1005
21, -34, 1005
20, -34, 1004
21, -33, 1005
21, -33, 1004
21, -33, 1004
21, -33, 1004
20, -33, 1004
20, -33, 1005
21, -33, 1005
21, -33, 1005
20, -34, 1004
20, -34, 1004
20, -33, 1004
21, -33, 1004
20, -33, 1005
20, -33, 1004
21, -34, 1004
21, -34, 1005
21, -34, 1005
21, -33, 1005
21, -33, 1004
20, -34, 1004
21, -33, 1005
20, -33, 1004
20, -33, 1004
20, -33, 1004
20, -33, 1004
20, -34, 1004
20, -33, 1004
21, -33, 1004
21, -33, 1004
20, -33, 1004
20, -34, 1005
20, -33, 1004
21, -33, 1005
21, -34, 1004
20, -33, 1004
20, -33, 1004
20, -34, 1004
21, -33, 1005
20, -32, 1005
20, -33, 1005
20, -34, 1005
20, -34, 1005
20, -33, 1004
20, -33, 1004
21, -33, 1004
20, -34, 1003
20, -33, 1005
20, -33, 1005
20, -33, 1005
21, -33, 1004
20, -33, 1005
20, -33, 1005
21, -33, 1004
21, -32, 1004
21, -32, 1004
21, -33, 1004
20, -33, 1004
21, -33, 1004
20, -33, 1004
21, -33, 1004
21, -33, 1004
20, -33, 1005
20, -33, 1003
20, -33, 1004
20, -33, 1004
20, -33, 1004
20, -33, 1004
20, -34, 1004
21, -33, 1004
20, -33, 1005
21, -33, 1004
20, -33, 1005
20, -32, 1004
20, -32, 1004
20, -32, 1005
21, -33, 1005
20, -34, 1004
20, -33, 1004
21, -33, 1005
21, -33, 1005
21, -33, 1004
21, -34, 1004
20, -33, 1005
20, -33, 1004
21, -33, 1005
21, -33, 1004
21, -33, 1004
20, -34, 1005
21, -33, 1004
21, -32, 1006
21, -34, 1003
21, -34, 1004
21, -34, 1004
20, -33, 1005
21, -33, 1004
20, -33, 1005
21, -34, 1003
20, -33, 1006
20, -33, 1006
21, -32, 1005
21, -33, 1005
20, -33, 1003
20, -34, 1004
20, -33, 1004
21, -33, 1005
21, -33, 1005
21, -33, 1004
20, -33, 1004
20, -34, 1004
21, -33, 1004
21, -33, 1004
21, -33, 1004
20, -33, 1004
20, -33, 1004
21, -33, 1004
20, -34, 1004
20, -33, 1004
20, -33, 1004
20, -34, 1004
20, -33, 1004
21, -33, 1004
20, -33, 1005
21, -34, 1005
20, -34, 1005
20, -34, 1005
20, -33, 1004
20, -33, 1005
20, -33, 1004
20, -34, 1004
20, -34, 1004
20, -34, 1004
20, -33, 1004
20, -33, 1004
21, -34, 1005
21, -34, 1004
20, -33, 1003
20, -33, 1003
21, -33, 1005
20, -34, 1005
20, -34, 1004
20, -34, 1004
21, -32, 1004
21, -33, 1004
21, -33, 1004
20, -34, 1005
20, -34, 1004
20, -33, 1005
20, -33, 1005
20, -34, 1004
20, -34, 1004
20, -34, 1003
21, -34, 1005
20, -33, 1004
20, -33, 1005
20, -34, 1003
20, -34, 1003
20, -33, 1004
21, -33, 1004
21, -33, 1005
20, -35, 1005
20, -34, 1003
20, -33, 1005
20, -33, 1005
20, -33, 1005
20, -34, 1005
20, -33, 1004
21, -33, 1003
20, -34, 1004
20, -34, 1004
21, -34, 1005
20, -35, 1005
20, -34, 1003
21, -33, 1005
20, -34, 1005
20, -34, 1005
21, -34, 1004
20, -33, 1004
21, -33, 1004
20, -33, 1004
20, -34, 1004
20, -34, 1005
20, -34, 1005
21, -32, 1004
21, -34, 1004
20, -34, 1005
20, -34, 1004
20, -33, 1005
20, -33, 1005
20, -33, 1005
21, -34, 1005
20, -35, 1004
21, -34, 1003
22, -33, 1008
22, -33, 1008
20, -33, 1004
20, -35, 1005
20, -33, 1004
21, -32, 1004
22, -33, 1005
20, -35, 1004
20, -35, 1004
20, -34, 1004
20, -33, 1004
21, -33, 1005
21, -34, 1006
20, -35, 1005
20, -35, 1005
21, -34, 1004
21, -32, 1005
20, -33, 1004
20, -35, 1005
20, -34, 1003
20, -34, 1003
21, -33, 1006
21, -33, 1005
21, -35, 1004
20, -34, 1004
20, -32, 1005
20, -33, 1006
20, -33, 1006
21, -34, 1004
21, -35, 1004
20, -33, 1005
20, -33, 1005
20, -33, 1005
20, -33, 1005
21, -35, 1004
20, -35, 1004
21, -33, 1005
20, -32, 1005
21, -34, 1005
21, -34, 1005
21, -35, 1002
21, -33, 1005
20, -33, 1004
20, -34, 1006
20, -35, 1004
21, -34, 1004
21, -34, 1004
20, -33, 1004
20, -33, 1006
21, -35, 1003
21, -34, 1004
21, -32, 1004
21, -32, 1004
21, -32, 1005
20, -34, 1005
20, -35, 1003
21, -33, 1004
21, -32, 1004
21, -32, 1004
20, -33, 1005
20, -34, 1004
20, -33, 1004
21, -32, 1004
21, -33, 1005
20, -34, 1004
20, -34, 1004
21, -34, 1003
21, -33, 1004
21, -33, 1005
20, -34, 1004
20, -34, 1003
20, -34, 1003
21, -33, 1005
21, -32, 1004
20, -33, 1004
20, -34, 1003
21, -32, 1003
21, -32, 1003
21, -33, 1004
21, -33, 1005
21, -35, 1003
20, -34, 1004
21, -33, 1003
21, -32, 1006
21, -32, 1006
21, -34, 1002
20, -35, 1004
20, -33, 1003
21, -32, 1003
21, -34, 1006
21, -34, 1006
20, -34, 1003
20, -34, 1005
20, -33, 1003
21, -33, 1005
20, -34, 1004
20, -34, 1004
21, -35, 1001
20, -32, 1005
20, -33, 1004
21, -34, 1003
20, -34, 1004
21, -33, 1003
21, -33, 1003
20, -32, 1003
20, -32, 1005
21, -35, 1003
20, -35, 1004
20, -33, 1003
20, -33, 1003
20, -32, 1004
21, -33, 1003
21, -34, 1005
20, -34, 1003
20, -32, 1003
20, -32, 1003
20, -33, 1002
21, -33, 1006
20, -34, 1005
21, -33, 1004
20, -32, 1002
21, -33, 1003
21, -33, 1003
21, -34, 1005
20, -34, 1003
21, -33, 1003
20, -33, 1003
21, -33, 1005
21, -33, 1005
20, -34, 1005
20, -34, 1003
21, -32, 1003
21, -33, 1004
21, -35, 1003
21, -34, 1003
21, -34, 1003
21, -32, 1003
21, -32, 1005
21, -33, 1004
20, -35, 1004
20, -33, 1003
20, -33, 1003
21, -32, 1004
21, -32, 1005
20, -34, 1003
20, -34, 1003
21, -33, 1004
21, -33, 1004
21, -32, 1004
20, -34, 1004
20, -35, 1003
21, -33, 1004
20, -32, 1004
21, -33, 1005
21, -33, 1005
20, -35, 1004
21, -33, 1003
21, -33, 1004
20, -32, 1004
20, -34, 1005
20, -34, 1005
21, -35, 1003
21, -33, 1003
22, -33, 1004
20, -34, 1005
21, -34, 1004
21, -34, 1004
20, -33, 1003
21, -33, 1004
20, -34, 1006
22, -33, 1002
20, -34, 1004
21, -32, 1003
21, -32, 1003
20, -32, 1004
21, -35, 1003
21, -34, 1003
21, -33, 1004
21, -32, 1003
21, -32, 1003
21, -32, 1004
21, -34, 1004
21, -34, 1004
21, -33, 1003
21, -32, 1003
21, -32, 1003
21, -34, 1005
21, -34, 1004
21, -34, 1003
21, -32, 1003
21, -33, 1004
21, -34, 1004
21, -34, 1004
20, -33, 1003
21, -34, 1003
21, -32, 1004
20, -33, 1004
18, -36, 1006
18, -36, 1006
22, -31, 1002
22, -32, 1003
21, -33, 1004
20, -34, 1003
20, -34, 1004
20, -34, 1004
21, -33, 1004
21, -33, 1004
21, -35, 1005
21, -34, 1003
21, -33, 1003
21, -32, 1006
21, -32, 1006
19, -33, 1007
20, -35, 1001
-18, -62, 1006
